date,death penalty,drug policy,incarcer,gun control,shooting,abortion,pro life,arts,civil rights,racism,budget,economy,stock,taxes,recession,debt,budget,education,college,student debt,air quality,global warming,carbon dioxide,climate change,greenhouse,campaign finance reform,privatization,health insurance,medicaid,medicare,social security,welfare,defense spending,war,albania,algeria,america,andorra,angola,antigua,argentina,armenia,australia,austria,azerbaijan,bahamas,bahrain,bangladesh,barbados,belarus,belgium,belize,benin,bhutan,bissau,bolivia,bosnia,botswana,brazil,british,brunei,bulgaria,burkina,burma,burundi,cambodia,cameroon,canada,cape verde,central african republic,chad,chile,china,colombia,comoros,congo,costa rica,country debt,croatia,cuba,cyprus,czech,denmark,djibouti,dominica,east timor,ecuador,egypt,el salvador,emirate,england,eritrea,estonia,ethiopia,fiji,finland,france,gabon,gambia,georgia,germany,ghana,great britain,greece,grenada,grenadines,guatemala,guinea,guyana,haiti,herzegovina,honduras,hungary,iceland,in usa,india,indonesia,iran,iraq,ireland,israel,italy,ivory coast,jamaica,japan,jordan,kazakhstan,kenya,kiribati,korea,kosovo,kuwait,kyrgyzstan,laos,latvia,lebanon,lesotho,liberia,libya,liechtenstein,lithuania,luxembourg,macedonia,madagascar,malawi,malaysia,maldives,mali,malta,marshall,mauritania,mauritius,mexico,micronesia,moldova,monaco,mongolia,montenegro,morocco,mozambique,myanmar,namibia,nauru,nepal,netherlands,new zealand,nicaragua,niger,nigeria,norway,oman,pakistan,palau,panama,papua,paraguay,peru,philippines,poland,portugal,qatar,romania,russia,rwanda,samoa,san marino,sao tome,saudi arabia,scotland,scottish,senegal,serbia,seychelles,sierra leone,singapore,slovakia,slovenia,solomon,somalia,south africa,south sudan,spain,sri lanka,st. kitts,st. lucia,st kitts,st lucia,saint kitts,santa lucia,sudan,suriname,swaziland,sweden,switzerland,syria,taiwan,tajikistan,tanzania,thailand,tobago,togo,tonga,trinidad,tunisia,turkey,turkmenistan,tuvalu,uganda,ukraine,united kingdom,united states,uruguay,usa,uzbekistan,vanuatu,vatican,venezuela,vietnam,wales,welsh,yemen,zambia,zimbabwe
2006-01-01,53,34,0,12,18,57,52,79,61,34,68,62,32,66,6,55,68,71,85,36,5,31,59,22,32,23,41,81,68,90,71,72,70,64,18,9,52,80,24,75,27,33,62,81,21,36,36,4,76,49,27,78,32,24,31,62,7,77,21,74,30,75,30,16,15,69,10,87,45,15,65,42,51,34,20,71,31,18,8,82,65,72,50,80,40,23,40,51,63,82,50,66,65,62,80,79,58,36,26,86,45,13,60,52,24,64,40,75,57,2,3,18,54,18,52,35,18,16,15,75,42,34,13,70,23,44,42,49,38,20,14,56,19,68,66,28,58,57,5,53,56,91,53,39,62,19,45,22,70,79,27,86,63,25,43,36,75,32,35,39,13,76,44,11,26,25,57,44,17,38,42,26,37,34,16,16,71,41,69,25,18,81,27,46,18,37,71,26,77,78,10,13,77,53,65,28,23,62,33,23,3,64,17,79,82,69,85,44,33,30,82,44,65,72,7,54,51,67,54,28,14,37,40,20,23,39,34,40,16,62,65,15,69,38,22,10,46,40,57,78,27,39,24
2006-02-01,62,72,0,16,21,61,50,80,71,41,77,68,31,81,6,58,77,73,78,37,6,34,69,26,39,22,52,76,67,72,64,78,66,71,18,10,50,69,25,79,28,35,58,79,23,35,38,5,68,58,28,72,34,27,30,59,9,80,22,71,29,76,30,18,14,70,13,83,51,17,65,37,52,40,22,72,32,23,8,80,64,71,100,95,38,27,40,50,70,70,50,61,68,65,72,85,59,33,25,85,48,13,62,53,23,92,43,91,57,4,4,19,56,18,53,35,20,18,17,76,38,41,15,69,23,46,43,51,39,21,15,51,17,55,72,29,53,43,6,60,62,90,59,33,61,22,42,20,73,87,28,78,64,29,52,33,73,28,34,47,12,78,32,10,26,25,60,46,19,41,39,26,40,36,31,18,67,44,66,26,19,79,28,50,21,36,56,30,79,77,11,13,75,54,69,32,23,66,32,23,3,63,16,60,77,65,71,55,35,36,83,45,72,74,8,57,63,72,50,24,12,44,42,21,22,36,38,53,14,64,66,15,70,36,21,10,47,43,61,81,30,40,27
2006-03-01,64,44,0,17,18,69,50,79,63,46,83,70,28,70,7,61,83,71,80,30,6,37,60,28,40,30,52,75,59,63,64,76,52,71,18,12,52,56,27,85,31,32,60,70,25,35,60,5,65,90,27,68,42,31,29,65,9,83,21,69,32,72,28,17,19,73,12,78,42,20,57,46,54,43,20,78,30,36,8,80,66,67,44,70,39,31,42,45,86,58,53,71,62,66,75,75,58,33,26,84,48,15,55,55,21,61,42,81,61,2,6,20,55,17,53,35,18,16,16,80,37,34,11,71,22,42,41,51,43,22,14,50,20,65,67,27,68,53,6,49,63,89,55,30,67,22,39,22,77,78,34,79,66,23,49,30,77,37,36,45,13,69,55,9,26,25,63,50,18,36,41,22,38,37,25,19,76,40,69,26,19,78,26,51,21,41,64,27,80,72,10,15,65,69,65,27,22,68,36,23,5,64,16,72,59,61,65,29,32,37,85,52,62,68,7,55,72,70,51,27,14,42,40,22,23,42,43,47,14,59,63,16,66,37,20,9,51,44,59,73,28,38,25
2006-04-01,61,53,0,16,19,57,44,73,61,42,69,72,26,90,7,59,69,68,76,37,5,44,62,27,41,28,53,72,56,69,61,73,50,70,17,10,50,45,28,76,31,38,55,63,24,28,38,5,59,53,27,61,33,29,31,65,13,73,21,65,29,69,27,17,14,69,10,76,46,15,64,48,54,40,22,69,27,11,9,70,64,68,40,80,38,33,41,44,69,70,49,57,59,61,72,63,59,31,20,83,47,13,53,55,17,61,39,78,70,2,5,17,57,16,51,34,20,21,16,69,37,34,9,67,22,42,44,44,38,22,11,53,20,64,63,28,57,46,5,50,58,86,59,28,59,21,39,21,76,80,25,64,59,22,48,33,86,48,35,42,13,99,45,14,26,23,59,48,17,34,37,22,34,36,24,19,87,35,66,25,20,75,25,54,21,55,54,26,71,69,9,13,58,67,66,29,22,66,35,20,3,64,15,47,48,54,57,36,33,36,77,42,60,65,6,55,59,64,48,26,14,35,40,24,26,38,34,48,15,57,63,15,65,36,19,12,44,46,55,66,26,37,24
2006-05-01,55,57,0,13,18,54,42,73,60,41,77,70,26,37,7,53,77,68,72,35,7,45,60,25,47,18,35,74,57,77,59,70,25,72,20,11,50,38,43,75,34,41,59,66,22,27,34,5,56,67,26,59,31,29,21,79,13,78,24,68,30,85,29,19,18,73,12,74,39,13,56,49,54,47,35,80,29,21,12,72,71,73,42,70,32,100,46,41,79,66,56,64,62,67,91,80,61,29,24,78,53,15,53,62,19,52,44,72,64,2,6,21,61,17,50,34,22,19,14,72,38,36,14,67,22,41,40,46,24,22,14,52,17,63,80,28,60,43,6,52,71,92,63,26,60,20,38,20,80,76,25,63,65,24,57,49,88,78,35,40,13,91,45,10,27,23,62,47,17,36,35,21,40,38,21,24,76,35,71,29,18,84,26,55,20,37,50,27,75,71,9,17,62,53,66,24,23,64,40,21,3,67,16,49,48,56,61,33,34,40,100,40,63,67,6,53,58,67,49,35,22,84,49,25,25,36,32,46,16,61,60,15,64,39,18,11,50,51,55,64,24,38,25
2006-06-01,30,39,0,6,17,38,43,74,32,28,75,52,23,34,6,55,75,65,73,44,6,39,44,21,35,12,30,75,59,56,64,67,32,52,19,9,49,42,100,69,51,37,62,65,20,26,30,4,60,51,26,54,31,40,26,63,9,67,37,66,28,86,22,16,14,62,10,75,45,13,48,47,47,39,16,68,41,22,15,65,69,91,39,57,29,63,69,34,69,82,76,58,56,52,75,62,66,25,20,80,76,41,46,53,17,53,39,66,55,2,5,17,54,15,47,33,19,18,14,70,35,39,50,66,23,38,38,43,34,28,11,51,13,57,61,28,48,40,5,52,51,87,60,23,47,20,35,20,81,73,24,66,67,19,45,33,74,100,30,39,12,83,33,9,32,21,58,39,16,36,34,20,37,35,17,46,75,37,79,42,17,79,21,35,19,38,44,34,72,67,9,35,59,42,67,28,24,54,41,19,4,70,16,53,50,52,63,37,31,28,72,40,83,77,6,52,45,61,48,100,100,40,100,42,23,26,41,42,27,53,53,15,68,30,18,8,46,37,56,70,22,39,20
2006-07-01,21,28,0,4,17,33,30,69,21,21,74,46,22,36,4,57,74,58,69,31,6,33,38,17,29,13,27,77,59,56,63,57,32,50,17,9,48,49,26,61,32,30,58,68,17,25,29,4,62,47,25,54,27,24,23,53,8,62,23,76,32,97,22,15,11,59,10,76,40,6,50,43,45,36,15,64,26,13,12,61,82,66,38,50,34,35,39,33,68,73,51,50,56,48,80,57,82,25,21,87,51,13,38,53,17,78,40,66,55,2,4,16,53,16,48,36,19,13,11,72,86,45,9,61,21,38,37,43,34,26,10,49,16,50,56,100,41,37,5,47,50,84,55,22,51,23,40,18,85,73,19,73,58,25,43,31,73,51,31,34,12,74,34,8,23,23,53,29,15,35,35,21,36,34,15,19,69,40,62,43,17,75,20,25,19,39,53,25,71,66,8,14,65,38,70,22,25,55,34,21,4,61,15,47,52,55,63,22,29,21,61,33,56,67,13,53,51,58,48,26,13,57,37,29,25,27,24,41,15,52,49,14,64,28,41,7,39,33,59,68,24,33,19
2006-08-01,19,32,0,4,17,32,33,71,22,19,68,46,23,38,8,55,68,61,81,31,6,26,40,17,29,4,29,81,62,56,68,60,25,48,16,8,48,55,25,72,31,32,57,69,16,24,31,4,58,47,24,51,30,25,21,56,8,71,19,66,36,80,26,13,16,58,10,74,64,10,52,47,48,40,14,75,26,11,10,85,72,65,40,54,30,29,38,34,67,83,46,51,54,51,77,64,55,26,19,85,39,12,40,49,19,65,41,66,59,2,3,17,60,15,49,35,18,16,11,71,63,29,6,60,21,37,47,41,38,20,10,50,17,60,56,70,54,32,4,51,48,81,54,20,55,23,41,18,76,75,17,75,59,22,44,35,68,43,29,35,13,70,45,8,23,23,53,29,16,34,34,22,31,33,17,19,66,39,59,26,20,72,19,27,19,40,52,23,79,70,9,14,71,35,71,26,25,59,26,21,4,55,17,43,44,40,56,21,28,24,66,38,57,64,8,51,47,58,51,21,12,45,35,23,25,34,28,37,13,52,50,14,68,31,29,6,37,36,58,67,22,33,21
2006-09-01,32,49,0,8,20,41,36,76,31,25,60,54,22,38,8,55,60,65,84,18,7,37,56,24,33,7,33,76,59,54,60,64,28,53,16,9,47,58,24,71,30,32,59,63,19,21,30,4,55,44,25,52,29,26,24,56,8,63,19,63,30,74,27,16,17,55,9,71,56,14,50,45,49,38,18,60,25,19,7,66,66,62,38,53,32,30,39,39,70,71,45,53,51,48,69,59,55,28,24,82,40,12,44,47,17,52,44,67,56,2,5,19,57,15,47,32,17,14,13,67,34,28,10,53,20,37,57,40,24,19,11,50,22,53,51,32,44,30,5,53,55,91,69,20,50,22,36,18,71,70,23,64,62,22,44,32,64,37,28,35,13,67,46,9,23,22,60,34,15,31,35,20,36,31,21,19,63,36,60,24,19,73,20,28,20,68,40,24,72,64,9,14,58,36,66,21,22,56,31,19,4,58,14,39,42,46,49,21,28,31,65,42,56,61,6,50,47,54,56,20,11,51,36,19,22,33,30,39,12,52,55,14,62,30,23,10,40,34,51,65,29,42,20
2006-10-01,44,45,0,13,21,52,43,74,41,33,58,60,24,36,7,59,58,64,75,35,5,45,69,34,35,34,40,76,57,60,59,67,78,60,17,9,49,58,25,72,29,36,53,64,19,23,32,4,55,42,24,54,29,25,28,57,7,69,20,60,27,64,30,15,17,64,11,70,61,11,52,46,49,40,16,71,26,15,7,67,62,64,38,61,34,33,45,41,70,70,46,56,54,54,70,62,53,30,23,78,38,13,47,42,17,69,40,66,54,2,4,19,57,15,46,31,15,12,16,66,33,27,9,57,21,39,68,41,33,33,13,45,15,54,56,28,85,33,5,47,48,88,62,21,79,19,37,19,66,67,18,70,59,21,50,27,67,30,31,37,12,67,43,8,23,22,66,38,16,29,37,18,36,36,17,22,64,35,60,24,17,76,22,37,19,38,47,22,69,65,9,13,58,41,67,26,17,59,31,20,4,55,15,44,46,50,54,28,31,33,69,39,57,58,6,48,46,55,45,21,11,34,35,18,27,35,28,41,12,51,56,15,63,30,20,7,46,37,50,70,21,45,21
2006-11-01,57,46,0,14,18,58,47,68,44,39,56,60,24,34,7,55,56,62,72,22,5,54,61,39,36,22,38,73,54,61,54,68,59,76,16,9,47,67,24,65,29,29,52,65,19,25,33,5,59,42,23,50,32,26,23,51,7,71,18,57,28,62,27,17,17,61,9,72,61,15,51,42,48,36,23,80,26,17,5,65,50,57,38,71,31,28,40,41,60,68,43,58,52,57,74,66,51,29,22,72,36,13,54,38,16,53,35,64,55,2,4,16,46,16,46,32,18,12,17,65,33,25,10,57,21,38,100,43,98,20,13,47,21,65,58,30,68,35,5,44,49,81,53,23,60,20,46,20,56,68,27,67,58,20,48,27,70,39,30,37,13,68,46,9,22,22,82,41,16,31,36,19,36,31,16,20,62,36,57,22,18,79,22,42,16,34,45,23,65,61,9,13,57,48,65,23,19,55,37,20,3,48,13,34,43,42,57,24,35,32,70,35,54,55,7,48,45,55,46,21,12,59,35,16,76,36,30,43,11,49,54,14,63,32,29,8,46,41,50,71,22,35,21
2006-12-01,44,30,0,10,18,42,40,63,37,27,54,48,24,34,6,47,54,47,64,21,4,50,49,23,29,12,29,63,51,58,51,54,35,66,16,9,43,73,22,53,25,31,46,65,17,25,32,5,55,42,22,51,29,23,25,49,7,60,17,52,27,59,27,15,13,57,8,70,54,12,49,39,44,27,18,62,24,11,5,65,45,54,32,61,29,18,32,36,55,70,36,72,44,65,86,60,52,29,24,64,35,12,44,34,17,55,30,57,53,2,4,14,40,15,43,32,16,13,17,52,31,22,7,53,19,40,51,38,32,18,11,47,14,58,45,28,49,35,5,41,41,75,48,22,53,19,39,19,53,81,22,64,51,19,46,26,58,36,28,34,12,60,36,8,19,19,46,34,14,30,35,18,34,29,13,15,57,33,55,18,19,70,21,38,15,31,40,23,54,53,8,12,49,55,62,24,21,51,62,17,4,44,13,35,56,50,59,31,54,29,62,33,55,56,6,54,44,50,45,18,11,33,30,15,35,100,23,36,12,42,48,13,63,27,18,7,39,38,38,58,23,34,19
2007-01-01,36,27,0,9,17,41,43,70,42,37,64,49,26,65,5,58,64,61,76,27,5,76,61,38,33,7,29,80,62,59,64,63,38,61,16,10,47,68,22,69,25,32,56,75,20,34,30,5,72,47,22,73,29,23,25,48,7,73,18,60,29,82,27,17,19,70,9,75,90,23,46,36,46,32,19,64,29,15,6,71,64,61,36,81,37,20,37,40,54,83,44,56,54,59,77,62,58,31,27,71,38,13,55,45,21,75,36,65,60,2,3,16,46,15,46,32,17,13,18,70,31,28,7,64,20,39,46,48,26,17,13,46,14,60,53,27,59,37,5,49,45,83,50,21,58,21,48,20,67,71,25,92,59,26,49,28,63,36,32,36,14,71,40,9,21,22,54,39,15,32,38,17,33,34,15,19,54,36,58,24,22,84,21,35,18,36,48,22,78,65,10,13,66,51,67,25,24,55,67,20,3,58,13,65,66,59,84,49,32,33,72,33,57,64,6,51,43,62,49,24,10,29,37,18,21,39,40,41,11,49,51,14,65,30,18,7,45,39,50,63,23,35,20
2007-02-01,38,36,0,10,17,45,36,68,49,31,74,55,26,79,8,55,74,62,70,40,5,98,75,53,41,23,30,74,57,53,61,66,32,63,17,10,46,58,22,73,26,33,52,66,18,34,34,5,62,41,24,68,31,27,26,46,8,73,18,57,28,71,28,14,25,62,11,70,90,14,44,34,45,37,19,67,28,14,7,69,61,58,37,63,45,23,35,39,66,73,42,49,49,55,90,59,57,28,25,71,38,14,48,44,22,54,45,73,59,2,4,19,46,15,45,31,17,15,16,69,31,29,9,65,20,41,42,47,20,17,17,49,14,60,52,26,69,42,5,49,46,84,49,20,55,20,41,19,68,72,35,85,61,20,55,28,63,31,33,44,13,71,42,8,22,21,57,39,17,32,38,19,36,35,17,17,54,37,57,24,20,80,21,36,16,38,40,23,80,65,10,13,66,66,63,25,22,56,36,19,3,58,14,44,58,58,71,33,33,31,74,33,55,61,6,43,44,64,45,21,12,32,38,20,21,50,34,50,11,49,50,13,62,32,20,7,44,36,53,74,25,39,23
2007-03-01,42,41,0,11,16,46,40,66,46,33,81,57,26,69,9,55,81,60,71,34,5,96,67,48,44,14,34,73,56,51,55,65,66,66,16,9,48,57,25,76,29,35,53,61,17,32,32,6,62,42,23,61,30,23,27,50,8,76,18,59,30,69,29,15,18,62,10,73,60,20,42,42,48,38,18,66,26,13,7,66,61,57,38,76,32,29,38,37,68,62,42,57,52,57,82,58,55,28,22,73,37,14,45,49,20,74,43,65,63,2,4,18,47,13,44,31,18,15,14,72,32,29,9,66,21,37,49,46,23,18,14,49,16,58,49,26,59,38,5,62,47,88,53,20,58,21,40,21,72,66,29,70,59,22,49,27,69,42,34,43,13,67,43,8,22,20,59,43,17,31,38,21,34,37,17,20,58,38,57,26,22,79,21,39,17,39,39,23,72,62,9,14,62,58,65,25,22,53,36,19,4,58,15,39,54,63,71,34,34,31,79,43,53,59,6,47,47,60,43,21,11,29,34,22,22,34,25,48,11,48,50,14,60,30,23,7,45,38,51,65,26,38,29
2007-04-01,43,44,0,26,40,54,37,65,51,35,65,57,24,93,8,54,65,59,69,40,5,100,70,51,44,18,34,77,53,51,56,61,43,68,16,12,51,38,24,70,29,33,51,55,19,27,42,5,57,39,22,54,30,26,31,49,7,67,17,55,26,71,27,14,17,60,10,70,46,19,42,43,47,37,20,63,26,11,8,61,63,55,37,59,31,30,37,36,62,66,40,54,59,57,78,53,57,26,19,74,37,12,39,49,20,64,40,69,56,2,3,16,49,13,45,31,18,14,14,66,31,29,8,60,20,39,49,41,33,19,14,51,16,53,49,28,52,35,5,42,47,84,55,19,59,22,39,19,69,66,30,63,54,23,47,29,70,41,32,37,12,63,35,9,21,19,50,36,17,30,34,19,34,34,17,18,56,35,57,25,21,77,21,43,17,42,52,22,72,63,8,13,56,60,66,25,25,85,40,18,4,57,14,44,47,40,62,36,33,32,68,38,51,58,7,48,53,54,39,19,11,32,35,21,25,31,35,46,13,49,51,12,62,32,17,8,41,40,50,61,25,37,24
2007-05-01,38,33,0,17,19,46,44,65,55,32,69,61,23,35,7,52,69,58,67,29,6,85,61,45,48,13,30,74,53,49,52,60,34,66,19,10,51,34,28,70,29,34,52,58,19,27,31,6,55,48,23,49,29,39,25,55,7,74,18,57,29,77,25,16,18,67,12,67,41,20,42,43,48,42,20,67,26,11,9,63,65,57,38,73,32,25,40,37,72,64,42,55,70,59,91,58,61,30,16,69,41,12,45,54,17,44,43,69,56,2,4,19,47,14,46,32,19,12,15,66,32,30,8,60,21,40,45,51,31,19,15,53,15,57,54,29,54,36,5,46,52,83,61,19,56,21,40,20,75,69,20,64,60,26,60,38,65,52,30,37,13,64,35,9,22,20,61,39,17,33,34,19,37,35,19,19,60,37,61,27,21,83,22,43,20,40,46,24,72,62,8,19,56,60,68,24,23,52,38,19,4,60,13,43,43,41,57,22,34,34,67,35,55,60,6,47,54,61,41,19,11,35,38,21,23,31,32,50,15,48,49,14,62,32,19,8,53,45,50,63,23,39,24
2007-06-01,23,32,0,6,17,35,33,63,26,22,67,46,22,34,5,50,67,53,65,23,6,54,46,36,35,16,26,73,52,50,52,53,29,51,25,9,53,35,28,68,30,37,51,58,23,24,31,5,55,40,23,47,31,24,25,53,7,68,18,55,34,86,27,12,15,60,9,67,49,14,43,45,44,38,30,62,26,14,10,60,71,54,39,77,31,21,41,34,67,64,42,49,82,49,67,54,63,28,19,65,37,13,36,51,17,47,43,66,67,2,4,19,45,14,46,32,19,11,11,64,32,28,7,61,21,36,45,43,24,18,17,53,15,53,47,27,52,34,4,54,48,89,55,18,61,22,41,20,86,60,23,63,58,23,50,30,63,49,28,34,13,63,35,9,22,19,54,36,17,32,58,19,35,37,17,22,60,38,58,26,22,82,18,31,18,52,36,21,67,57,8,17,54,59,69,24,24,47,30,17,4,56,13,38,45,40,59,22,35,28,81,33,55,59,7,46,40,58,42,21,12,31,37,23,23,24,26,46,13,46,43,16,63,27,20,7,51,35,50,61,24,38,22
2007-07-01,19,32,0,5,17,30,32,61,19,16,70,41,24,33,4,52,70,52,64,28,5,46,39,33,28,9,25,77,58,55,57,54,16,46,19,8,58,41,24,62,35,31,51,65,17,24,33,5,60,42,23,48,30,26,29,53,7,64,19,64,30,90,23,12,15,59,11,69,52,11,42,45,45,41,13,66,27,12,11,59,73,59,36,51,30,19,37,33,64,72,41,52,48,47,69,52,81,28,21,69,36,12,35,48,18,62,44,62,50,2,3,18,46,14,48,35,20,12,12,66,30,27,7,59,22,38,41,44,39,19,14,52,18,58,48,28,60,31,5,46,43,83,56,17,51,25,43,19,88,64,21,71,57,21,49,30,62,47,27,32,16,66,28,9,20,19,53,31,18,32,35,22,31,37,16,24,65,42,58,29,23,77,18,23,18,41,38,23,70,58,8,14,55,48,71,24,25,48,24,18,4,56,13,37,46,48,59,24,33,24,66,33,51,60,7,46,43,62,43,20,10,35,35,26,25,26,28,43,13,44,41,16,66,34,19,7,48,34,51,62,39,39,24
2007-08-01,19,37,0,4,18,30,33,61,20,16,65,44,25,32,9,53,65,53,72,46,6,40,37,33,29,7,24,78,60,55,59,57,12,46,16,8,50,43,25,73,30,35,52,60,16,24,32,5,59,39,22,63,31,24,25,55,7,72,16,52,31,78,24,14,15,62,9,66,61,11,43,45,47,44,16,60,27,14,9,62,70,54,36,54,36,25,35,33,65,72,42,53,47,48,72,53,55,29,20,73,36,12,31,52,20,52,44,61,47,2,3,18,49,13,48,37,22,11,11,64,28,26,7,75,20,36,46,41,56,18,12,51,17,58,49,26,49,29,5,43,45,78,57,17,52,25,46,19,81,63,19,72,61,31,47,29,58,40,25,35,16,62,36,9,19,19,56,33,18,31,32,21,26,38,17,21,85,41,56,25,22,73,19,24,21,40,49,22,70,57,8,14,61,66,71,22,24,48,23,18,4,52,13,46,55,52,71,36,32,25,69,37,51,60,6,51,61,59,44,20,11,40,35,24,24,29,25,43,12,41,42,14,67,31,26,5,43,33,52,56,21,35,22
2007-09-01,30,34,0,8,16,35,39,66,28,24,56,55,22,31,15,51,56,56,76,25,5,51,53,37,33,13,30,71,51,52,52,59,29,55,18,9,48,43,25,75,30,32,51,59,19,20,31,5,51,44,23,50,30,25,29,54,7,67,17,55,29,64,24,66,18,58,9,63,58,14,45,43,49,42,18,63,25,21,7,58,66,54,34,50,29,18,37,38,71,68,46,54,50,53,72,53,53,28,20,67,36,13,36,45,16,48,47,65,50,2,3,21,46,13,48,34,21,14,13,61,31,26,6,60,20,37,42,42,29,17,14,48,14,58,47,25,58,33,4,52,48,84,56,17,55,23,43,17,75,68,19,68,62,14,48,29,55,32,29,34,44,78,40,9,20,19,66,38,17,29,34,22,31,36,17,21,65,38,57,25,22,76,22,28,33,39,48,24,65,58,8,16,55,64,65,25,22,58,25,19,4,53,13,41,38,44,61,29,36,29,68,43,49,55,10,47,49,59,43,18,11,95,34,20,22,27,38,44,13,45,46,14,65,30,17,6,45,35,49,63,21,35,23
2007-10-01,38,41,0,12,19,44,48,64,36,33,57,59,26,34,12,55,57,55,70,31,11,67,73,45,33,16,34,74,57,58,57,79,27,56,18,8,48,47,28,73,33,44,50,61,21,23,34,4,51,42,22,47,32,26,28,56,6,68,18,52,30,55,28,53,16,63,10,63,54,17,50,45,49,45,18,72,26,13,5,62,59,54,35,65,30,19,40,40,71,72,47,53,60,51,71,55,53,28,23,67,34,13,41,39,18,44,41,64,56,2,4,19,44,13,48,33,18,14,12,59,31,23,7,58,20,36,48,43,18,18,14,48,14,57,48,25,52,34,4,44,42,82,58,18,55,20,39,19,69,64,22,65,61,21,54,25,61,29,28,35,27,61,35,8,20,21,59,40,17,30,36,20,32,37,15,25,60,37,56,22,22,76,23,34,19,36,39,24,63,54,9,13,54,64,68,23,18,59,28,21,4,50,14,42,40,38,58,26,36,31,68,38,49,57,8,47,41,57,41,20,13,40,35,18,28,32,33,42,13,44,49,15,65,32,19,7,51,37,44,56,31,35,22
2007-11-01,46,34,0,13,19,46,50,62,36,34,53,62,27,32,18,52,53,52,67,36,5,69,71,52,34,19,33,65,53,58,49,66,49,60,18,9,47,56,25,66,30,34,48,65,18,24,34,7,51,43,21,46,32,26,31,55,7,73,18,51,29,58,26,20,18,63,10,65,53,16,48,46,46,42,17,68,26,21,8,59,49,55,34,68,32,18,40,39,62,70,42,56,51,56,61,63,48,28,23,60,34,13,42,35,17,65,37,63,54,2,4,16,42,14,49,33,21,12,11,59,30,24,7,56,20,38,44,45,24,17,18,51,15,58,46,25,46,33,5,45,41,81,61,17,51,21,35,21,64,61,24,61,57,21,51,25,59,30,27,37,16,58,38,8,19,18,54,41,16,30,38,28,32,35,18,23,58,36,55,21,22,80,22,37,18,32,50,26,62,59,10,15,50,58,64,22,18,53,31,17,6,44,15,43,41,52,58,27,42,36,75,39,51,54,7,44,50,58,40,19,11,30,35,16,76,32,29,45,13,43,45,16,63,29,15,6,56,37,43,57,26,35,22
2007-12-01,39,31,0,13,22,39,42,56,34,26,53,52,25,33,17,47,53,42,60,35,4,60,49,40,29,16,26,55,47,52,47,57,22,61,17,11,42,55,24,51,25,31,45,62,17,23,31,5,49,44,19,48,27,25,27,48,6,62,16,45,26,50,21,15,15,61,9,63,49,15,44,39,43,30,17,59,23,12,5,58,43,51,31,58,28,14,32,34,55,77,36,46,42,52,60,56,50,30,22,59,32,12,38,31,17,50,30,58,48,2,4,15,41,15,46,34,20,12,10,51,28,20,7,53,19,38,41,50,27,17,22,51,14,56,43,25,41,32,5,38,36,72,53,16,46,21,35,20,57,61,29,59,49,43,53,24,51,27,26,30,14,51,56,9,17,17,47,39,14,28,40,25,28,35,16,17,51,34,49,18,21,72,21,29,14,30,40,25,50,48,8,13,50,48,63,22,18,60,29,15,4,40,14,41,49,48,57,33,69,32,69,33,50,52,6,43,42,49,40,16,10,26,31,16,33,30,31,39,11,38,46,13,61,29,13,7,47,34,34,53,26,32,19
2008-01-01,30,28,0,11,18,44,52,63,41,24,61,60,29,62,75,58,61,54,73,33,5,54,50,39,31,17,31,75,57,57,60,63,41,56,16,10,47,54,28,67,25,29,55,66,18,30,32,5,72,38,20,61,38,27,32,44,6,69,16,54,31,64,28,18,17,64,11,64,75,11,44,37,43,35,18,61,28,19,6,68,65,54,34,63,36,15,37,41,62,78,41,53,43,50,69,55,52,27,24,64,33,19,43,39,19,54,40,65,67,2,3,17,43,14,49,35,21,11,10,63,30,25,9,64,19,40,39,75,27,16,17,53,14,58,42,25,46,36,5,43,39,80,53,18,52,22,49,22,77,69,27,83,58,45,52,25,58,32,30,40,13,69,40,9,18,19,47,38,17,31,40,21,31,36,16,18,51,38,55,22,24,78,20,32,18,38,47,24,68,61,10,15,64,51,66,25,21,57,26,18,4,51,16,53,54,56,84,32,36,28,71,31,52,58,6,45,48,59,46,21,11,32,47,20,21,32,32,40,11,43,44,14,67,29,18,6,48,34,46,60,28,39,21
2008-02-01,35,37,0,14,23,45,51,62,46,30,71,64,24,75,38,57,71,54,63,33,5,58,59,41,35,24,32,68,54,53,54,63,57,59,22,10,46,50,27,74,26,35,49,60,17,27,34,5,61,44,20,57,31,28,28,45,7,74,17,51,28,59,27,19,19,62,14,63,61,22,49,34,43,41,20,62,27,24,7,73,61,51,36,70,37,49,35,40,67,73,41,62,48,50,65,53,50,27,23,64,33,17,39,41,19,49,45,67,72,2,4,19,45,13,49,32,21,10,10,62,30,25,11,63,19,42,38,51,36,17,100,51,14,56,47,27,56,39,5,95,41,78,66,19,55,21,39,19,75,66,28,73,59,95,50,25,59,31,28,37,14,63,37,9,19,18,56,38,17,30,39,23,35,38,17,19,49,37,54,22,24,79,22,38,20,36,36,24,64,54,9,26,59,55,63,22,19,50,30,18,4,48,15,52,48,57,69,26,38,29,70,37,50,59,7,43,53,66,41,21,11,27,37,20,21,35,30,44,12,43,47,14,66,28,16,6,47,34,47,73,24,39,23
