date,death penalty,drug policy,incarcer,gun control,shooting,abortion,pro life,arts,civil rights,racism,economy,stock,taxes,recession,debt,budget,education,college,student debt,air quality,global warming,carbon dioxide,climate change,greenhouse,campaign finance reform,privatization,health insurance,medicaid,medicare,social security,welfare,defense spending,war,afghanistan,albania,algeria,america,andorra,angola,antigua,argentina,armenia,australia,austria,azerbaijan,bahamas,bahrain,bangladesh,barbados,belarus,belgium,belize,benin,bhutan,bissau,bolivia,bosnia,botswana,brazil,british,brunei,bulgaria,burkina,burma,burundi,cambodia,cameroon,canada,cape verde,central african republic,chad,chile,china,colombia,comoros,congo,costa rica,country debt,croatia,cuba
2010-08-01,15,23,10,3,22,29,47,44,17,14,46,19,30,22,47,51,43,69,29,4,19,28,27,26,6,13,61,65,50,51,57,23,48,32,19,8,43,32,28,67,49,41,59,48,19,22,38,7,50,34,19,55,29,30,29,50,5,63,15,37,37,60,23,13,16,60,8,57,48,11,40,60,42,73,15,57,32,26,7,43
2010-09-01,25,27,14,5,23,32,45,47,23,18,53,20,30,26,47,48,46,72,25,3,23,46,30,28,6,15,60,63,51,45,62,31,49,33,22,9,46,33,28,67,47,44,54,46,23,20,37,7,50,55,19,38,26,32,30,47,6,62,13,38,33,55,22,13,17,58,8,55,52,12,37,59,41,72,20,57,32,26,5,47
2010-10-01,28,29,9,6,20,39,51,44,25,21,57,21,31,24,48,48,45,65,26,3,26,54,34,28,13,18,56,61,58,45,61,37,50,34,21,9,47,34,28,70,44,41,56,46,23,19,39,8,53,39,18,41,32,32,32,49,6,64,15,37,33,46,21,14,17,59,8,52,34,10,33,77,43,66,16,60,32,31,4,49
2010-11-01,35,30,18,7,20,38,56,44,26,23,56,21,30,23,51,48,41,67,24,3,29,55,37,29,14,20,55,61,59,43,62,42,54,34,20,9,45,39,27,62,45,40,55,47,21,20,38,7,50,36,18,39,26,28,32,46,5,66,15,37,36,43,24,22,18,83,9,54,39,11,36,55,44,63,17,60,34,46,4,51
2010-12-01,32,25,9,6,23,34,56,39,24,18,47,20,34,20,41,46,36,60,27,3,24,40,30,24,13,16,50,54,58,44,53,28,53,32,22,9,43,39,23,50,39,37,51,46,20,20,36,9,46,46,17,37,25,26,25,44,5,48,13,35,32,41,21,13,15,60,8,54,37,10,32,48,40,51,15,55,30,31,3,46
2011-01-01,29,23,12,10,33,39,53,45,27,17,53,22,64,19,49,51,43,69,26,3,26,42,30,28,6,13,59,67,54,54,57,40,51,31,30,11,45,38,25,58,39,39,61,50,21,28,42,8,60,41,17,44,27,28,28,45,5,60,15,38,36,50,24,14,15,62,8,53,60,12,34,52,42,58,17,59,36,37,5,55
2011-02-01,28,24,0,8,21,43,48,45,32,20,57,22,70,19,49,70,43,63,24,3,29,48,32,32,6,16,54,66,52,48,59,50,51,31,27,14,45,36,29,67,44,40,54,49,22,25,100,10,55,38,17,45,27,30,32,49,10,66,15,39,35,48,22,14,16,70,9,51,50,14,35,54,41,70,19,62,35,38,5,52
2011-03-01,30,26,0,7,20,40,50,45,33,22,57,21,58,21,48,68,46,63,27,3,27,54,33,35,8,19,53,64,53,46,58,39,55,30,28,11,47,31,30,67,46,43,54,46,23,24,79,8,50,44,17,39,34,33,28,49,7,69,15,39,37,49,26,19,17,63,9,53,40,13,35,65,44,71,17,65,35,33,5,50
2011-04-01,27,30,0,8,20,40,45,42,34,22,57,20,79,19,51,64,41,58,33,3,23,47,28,36,10,18,50,67,54,47,58,61,55,30,21,9,47,25,28,61,46,44,48,42,22,21,42,8,48,47,17,37,27,30,26,49,5,64,14,38,36,47,34,12,15,64,8,53,43,13,29,58,41,68,18,59,32,49,5,46
2011-05-01,26,27,0,6,19,37,42,42,36,21,56,19,31,17,47,55,42,61,28,3,25,46,31,41,9,17,48,59,52,41,57,33,54,34,24,8,46,24,27,61,48,45,51,44,100,21,39,8,46,47,18,35,24,37,26,51,7,67,14,38,35,52,22,13,15,64,8,53,41,9,30,58,40,74,18,60,33,37,6,46
2011-06-01,19,37,8,3,19,33,39,42,20,14,49,18,30,16,48,54,42,62,23,4,20,35,26,30,5,12,51,64,52,44,62,28,47,29,27,9,51,27,27,57,52,45,50,44,27,22,42,8,47,49,18,35,26,31,26,53,7,64,14,36,37,61,24,15,15,62,8,52,46,9,32,66,40,72,21,63,36,41,7,48
2011-07-01,23,23,8,4,24,32,37,40,14,12,46,18,31,16,100,56,39,57,36,4,16,30,23,24,5,15,52,65,54,52,60,44,45,26,21,8,84,29,28,54,61,45,52,47,21,23,40,9,49,41,17,41,29,31,24,66,5,56,17,42,36,66,20,15,14,63,9,50,42,9,37,65,40,82,18,56,39,96,7,43
2011-08-01,23,23,0,3,22,31,42,41,14,13,53,25,31,39,82,51,39,67,35,3,17,28,22,23,4,13,54,69,55,49,64,49,46,30,19,9,55,28,28,64,53,46,54,46,21,26,37,8,56,35,18,38,25,31,27,54,5,69,14,34,37,54,20,15,13,62,8,50,56,10,40,61,42,82,19,50,36,100,6,44
2011-09-01,33,25,11,4,20,36,44,43,19,17,56,18,31,29,64,45,43,69,32,4,22,49,27,26,8,14,50,62,52,46,62,28,54,29,19,8,51,28,86,66,50,49,50,44,23,18,44,8,45,38,17,36,25,35,33,55,5,62,15,35,34,56,26,14,15,59,9,47,47,9,33,61,41,71,22,55,35,59,5,43
2011-10-01,29,28,7,5,21,39,50,42,24,21,58,20,32,27,57,45,43,64,49,3,24,55,31,27,14,20,49,64,62,46,63,42,53,28,21,9,53,31,33,64,46,57,49,45,25,18,41,9,46,42,18,36,26,72,28,61,7,62,14,35,35,42,22,15,15,67,10,47,52,15,33,59,45,68,20,60,33,54,4,48
2011-11-01,32,29,0,6,21,40,51,41,25,24,58,19,28,26,60,44,41,64,42,3,27,55,33,26,13,20,47,60,61,41,63,42,51,29,18,8,49,33,30,64,38,46,46,45,24,19,42,8,51,38,17,35,30,39,30,56,11,63,14,35,36,40,22,17,15,67,8,47,44,9,30,56,43,62,16,77,32,81,4,45
2011-12-01,24,23,0,5,25,40,52,38,23,18,48,18,32,21,49,43,33,57,33,3,22,39,27,23,11,14,42,56,52,43,58,32,51,28,17,8,45,34,26,47,30,45,45,45,22,20,39,10,44,39,17,35,22,33,33,39,5,51,14,31,33,37,20,17,14,63,8,45,52,10,30,51,40,45,16,83,28,41,3,44
2012-01-01,23,25,13,5,21,45,58,42,26,22,51,19,66,18,55,46,42,65,38,3,24,44,25,27,13,14,51,65,53,50,63,45,51,28,17,8,46,36,31,57,31,48,53,51,24,26,40,8,58,42,17,45,25,34,37,40,5,69,14,36,34,45,27,17,15,67,8,48,71,12,36,47,39,49,16,62,33,40,5,52
2012-02-01,25,31,10,7,24,48,53,42,32,26,55,21,69,18,53,49,42,60,36,3,26,51,29,29,15,16,51,64,51,48,64,33,52,32,25,8,45,35,29,63,33,47,49,47,30,24,44,9,51,37,17,44,25,32,34,41,8,67,15,35,38,43,23,15,16,64,8,44,56,12,37,42,40,58,19,60,31,41,5,49
2012-03-01,26,29,6,6,24,44,47,40,30,25,55,19,54,17,45,74,42,57,38,3,25,52,30,34,12,20,49,63,49,44,61,34,50,34,28,8,44,27,31,64,35,49,45,42,28,23,41,12,48,38,17,40,24,32,39,43,5,61,14,36,40,43,23,16,14,65,8,45,48,14,29,52,41,56,14,67,30,32,5,48
2012-04-01,29,32,6,7,23,41,46,41,34,25,56,20,70,20,46,50,40,56,55,3,20,48,28,35,11,18,46,61,45,43,59,28,49,28,28,8,46,23,30,60,35,48,45,40,26,21,66,8,45,37,17,37,24,40,82,42,6,70,14,35,43,43,21,21,15,64,8,43,48,14,32,52,42,56,15,55,28,42,5,45
2012-05-01,24,28,15,5,19,37,40,42,36,24,57,22,30,18,47,53,43,57,46,3,20,46,25,38,10,14,45,60,45,41,58,39,50,29,30,8,47,22,35,62,36,52,46,43,71,21,41,9,44,41,17,37,26,34,44,47,7,57,16,36,35,54,21,17,15,65,8,42,44,16,29,53,41,60,15,54,29,40,6,43
2012-06-01,15,22,6,3,22,34,39,41,17,19,46,18,29,15,42,50,37,57,39,4,15,33,21,27,6,15,54,63,49,42,56,22,43,24,20,8,45,23,33,57,38,50,46,41,27,21,40,8,43,37,18,36,28,32,34,47,7,59,17,36,33,55,22,18,14,64,8,43,49,13,31,55,40,58,15,53,29,40,13,40
2012-07-01,46,25,6,15,57,32,38,38,14,14,43,17,30,13,41,48,35,53,37,4,14,26,21,23,6,11,53,69,53,44,61,29,40,24,19,8,45,29,34,55,33,48,46,45,28,22,39,8,46,57,16,38,29,35,28,41,5,57,16,44,40,67,22,39,15,74,9,43,67,17,40,49,40,56,37,57,30,32,8,41
2012-08-01,14,25,6,8,37,37,48,38,14,14,45,18,32,15,44,49,39,61,43,4,13,28,19,22,5,11,52,71,60,49,66,35,39,26,18,8,46,28,33,64,38,49,48,43,33,22,37,7,49,73,17,38,26,33,26,46,5,68,20,37,37,56,20,53,14,68,12,43,55,13,100,52,42,60,15,53,32,32,7,45
2012-09-01,19,27,0,7,23,39,48,41,20,17,58,19,33,16,51,46,42,66,38,5,17,50,24,26,9,17,49,68,57,44,69,46,44,31,18,8,46,31,34,67,36,51,46,42,33,17,40,9,42,44,18,33,25,32,29,47,5,61,14,37,45,47,20,19,12,68,9,41,51,12,42,54,43,65,16,55,37,40,5,41
2012-10-01,25,30,0,10,22,45,60,38,23,22,60,20,34,18,51,46,40,62,36,3,20,56,29,26,13,17,49,69,68,46,69,73,43,26,18,8,46,32,34,65,37,56,47,44,29,19,39,7,40,40,18,33,25,33,33,53,5,59,14,37,36,39,22,19,14,72,9,42,51,14,29,56,39,62,16,58,29,43,4,48
2012-11-01,29,28,0,13,21,44,58,37,24,22,57,20,34,20,50,45,36,61,35,3,23,55,32,27,16,15,48,63,61,41,75,58,49,25,22,8,44,33,31,56,32,45,46,41,27,17,40,9,41,36,16,43,24,30,33,41,4,59,15,33,36,37,22,23,14,73,8,42,44,12,31,49,40,58,16,68,28,44,3,42
2012-12-01,21,22,0,71,100,32,49,33,20,16,45,19,34,14,38,43,30,51,31,2,17,42,23,22,9,13,40,57,49,40,57,43,47,24,18,7,42,32,25,46,27,45,45,41,25,18,40,10,42,34,15,43,23,28,26,36,4,49,13,31,33,35,20,18,12,68,7,41,41,27,36,46,39,43,13,54,25,35,3,40
2013-01-01,21,22,10,100,36,37,56,38,26,17,50,22,74,14,48,46,37,61,39,5,18,44,23,25,5,13,51,70,55,57,61,45,46,23,19,19,43,34,34,55,27,49,50,43,24,26,38,9,57,36,16,46,27,32,28,41,4,63,15,35,39,47,35,21,13,73,8,42,100,23,34,46,38,50,16,61,29,39,5,50
2013-02-01,23,27,6,50,27,35,47,38,30,21,53,21,77,14,44,59,40,56,44,4,19,53,26,29,6,15,49,66,52,51,62,45,50,23,22,8,43,33,30,60,29,48,46,42,26,22,39,10,52,36,16,39,25,33,28,41,4,60,15,34,35,42,62,17,14,69,8,41,61,12,29,43,37,54,16,56,28,35,5,48
2013-03-01,23,25,7,37,22,36,45,37,30,20,54,21,57,15,43,62,38,56,42,3,18,53,26,33,5,18,48,65,49,46,61,44,59,24,28,8,42,42,31,61,34,49,49,41,27,22,38,11,48,35,16,38,33,33,28,59,5,64,15,36,36,43,22,18,16,74,8,42,49,53,29,48,39,56,15,58,29,37,5,45
2013-04-01,37,34,5,62,26,41,44,39,37,22,54,20,68,15,42,50,39,55,44,4,19,55,28,37,8,19,48,68,50,48,66,29,52,25,27,8,44,22,32,59,31,49,45,39,27,20,55,10,47,35,16,38,26,34,32,47,5,62,14,35,35,42,22,19,14,69,8,43,44,28,30,52,41,57,17,58,26,34,5,47
2013-05-01,31,29,5,23,21,38,41,41,35,23,51,21,31,15,38,51,38,56,45,3,19,49,27,40,9,15,46,61,47,42,58,26,49,31,25,8,45,22,31,61,32,50,45,39,42,19,39,12,43,48,17,38,26,33,29,44,5,60,14,35,33,49,23,16,13,71,7,40,42,17,30,49,39,58,16,55,27,28,6,40
2013-06-01,15,21,5,11,21,35,41,37,18,17,44,20,27,10,34,49,36,55,39,4,13,33,23,29,4,13,48,62,45,43,52,15,52,22,25,8,41,23,33,53,35,52,45,39,24,19,39,9,42,36,16,36,34,29,27,51,5,62,26,37,34,52,24,14,12,74,8,41,45,11,37,51,37,61,17,54,28,23,7,40
2013-07-01,14,23,0,8,20,37,42,35,17,21,42,20,28,9,36,50,34,52,42,4,11,27,19,25,3,11,52,70,51,47,56,16,46,20,21,7,42,26,33,58,31,51,47,41,24,21,37,9,46,35,17,44,31,35,27,46,5,56,18,44,37,58,23,15,12,83,8,42,46,9,36,49,37,59,14,53,27,25,8,41
2013-08-01,13,26,5,7,21,29,38,35,16,17,46,20,27,10,36,46,34,57,48,5,11,28,19,23,2,9,53,70,49,46,55,14,43,19,19,7,42,26,31,64,31,50,48,43,23,19,39,9,50,34,17,38,27,33,25,47,6,66,13,34,38,49,23,14,12,78,8,40,48,14,33,50,38,60,12,58,26,29,6,40
2013-09-01,17,23,0,13,28,29,42,37,21,19,55,23,28,12,41,45,40,63,38,4,15,50,27,26,5,15,60,72,53,45,60,23,53,22,19,7,46,39,32,65,32,51,47,43,25,17,39,9,40,42,18,38,27,33,29,49,5,63,14,35,39,47,29,14,12,78,8,40,56,18,32,50,39,63,12,57,28,33,5,43
2013-10-01,19,30,0,13,24,33,46,35,23,22,54,24,31,13,68,50,39,57,41,4,16,61,28,27,9,16,80,84,68,52,67,31,43,20,18,8,43,29,34,66,32,62,50,41,30,17,37,10,43,39,19,38,27,34,28,46,6,59,15,36,38,40,37,14,13,77,9,39,43,14,35,54,41,65,14,60,30,58,4,40
2013-11-01,22,25,5,13,26,33,49,35,24,22,51,24,28,13,38,44,35,55,38,3,17,55,31,27,8,14,58,72,60,43,59,21,44,22,20,10,40,29,39,60,34,48,48,42,26,18,38,10,43,46,17,39,26,31,29,47,7,59,16,33,35,39,63,15,13,80,9,42,44,31,32,54,40,58,15,58,28,29,4,41
2013-12-01,19,23,5,11,25,31,51,31,22,20,46,23,32,11,33,44,31,50,34,5,14,40,21,24,8,12,58,71,50,42,52,27,43,22,17,8,39,30,30,49,27,48,43,39,23,18,38,11,42,35,16,39,27,29,29,40,5,49,15,30,37,34,23,15,13,81,7,42,39,88,32,43,40,47,13,57,27,26,3,40
2014-01-01,19,26,6,10,25,35,52,35,26,19,50,25,64,10,39,47,38,58,40,5,19,46,26,26,7,13,58,84,53,52,60,19,41,21,17,8,39,33,30,61,27,50,50,43,26,25,38,10,55,36,16,52,29,32,30,42,4,61,14,35,37,46,29,16,15,85,8,43,61,67,32,46,38,51,13,62,31,27,5,50
2014-02-01,22,26,5,12,19,33,44,35,32,23,55,25,76,11,43,54,38,53,52,4,18,55,29,30,6,16,53,75,51,49,58,30,42,23,21,9,39,34,31,67,28,49,44,43,29,22,42,11,49,57,17,47,33,34,32,44,7,69,15,34,38,39,26,15,18,77,9,48,47,67,35,41,38,55,14,60,30,34,5,46
2014-03-01,23,27,0,12,20,37,45,35,30,23,54,24,60,12,40,55,38,53,52,4,16,56,30,32,7,16,68,84,50,48,60,36,44,25,24,9,43,25,31,66,30,51,46,39,27,21,42,14,46,43,17,45,31,34,34,44,5,62,16,33,36,38,30,22,15,76,9,42,42,39,29,52,41,60,16,59,30,33,5,44
2014-04-01,26,32,13,12,24,36,44,35,39,28,54,24,66,13,40,50,37,51,56,4,16,53,34,36,12,14,49,84,51,48,57,28,43,23,23,9,51,23,32,61,32,53,43,38,29,20,56,10,44,36,17,40,30,37,46,49,6,62,16,33,39,40,26,16,16,75,9,42,42,44,33,61,38,58,13,58,29,28,5,41
2014-05-01,24,27,0,11,25,35,42,38,36,27,51,22,30,11,38,56,38,53,54,4,18,47,36,40,10,15,41,69,47,42,53,24,45,23,24,9,43,22,34,62,35,63,45,52,47,21,39,10,43,57,19,36,31,39,40,51,12,57,24,33,52,43,27,15,15,79,11,39,48,32,39,50,40,64,26,61,30,28,6,40
2014-06-01,17,22,5,9,25,29,37,35,19,21,46,22,28,9,36,52,35,53,71,3,14,38,25,29,4,10,45,70,48,44,51,14,39,21,25,100,42,24,35,59,62,58,53,46,27,20,40,13,41,40,46,37,31,50,36,50,100,59,100,33,40,52,25,14,15,79,100,40,49,22,33,100,36,100,15,55,100,21,30,38
2014-07-01,15,21,0,6,19,30,40,32,15,17,42,22,29,8,36,71,34,50,56,4,10,26,20,23,5,9,49,74,51,46,54,16,39,18,22,35,43,28,36,58,100,56,45,42,27,21,38,9,46,40,61,39,32,36,33,47,9,68,83,39,40,52,41,15,14,79,13,42,50,18,31,51,36,91,13,57,75,23,9,39
2014-08-01,12,25,5,5,27,28,42,33,14,18,44,21,27,8,34,49,34,54,49,4,12,27,20,24,2,9,47,70,47,45,55,14,42,18,21,9,43,28,35,64,32,60,45,42,30,20,41,12,46,37,18,37,40,39,31,49,6,66,15,33,49,45,22,15,13,84,11,40,52,15,30,50,39,61,17,61,32,21,7,40
2014-09-01,18,94,5,7,21,30,43,35,20,21,55,23,30,11,37,46,39,60,51,4,17,52,38,27,6,13,47,71,51,46,65,22,41,18,26,11,43,29,34,67,34,56,47,39,29,18,41,11,43,35,17,34,30,38,33,52,5,74,16,36,40,40,26,16,17,81,11,40,51,18,31,48,39,65,14,60,30,30,5,42
2014-10-01,23,29,0,10,27,32,49,33,22,24,54,24,31,13,39,50,37,56,48,3,16,60,31,27,8,13,50,72,64,46,59,20,43,18,44,9,41,29,36,64,33,65,47,39,35,18,41,10,42,39,17,35,34,38,32,57,6,71,16,34,37,38,62,16,15,84,11,41,50,21,34,50,38,62,13,67,30,30,4,43
2014-11-01,23,26,7,11,25,32,51,32,24,26,53,23,28,14,38,44,35,55,50,3,17,55,36,27,13,12,57,68,58,41,60,22,45,18,25,9,38,29,34,60,32,65,45,42,29,21,43,12,43,43,17,34,31,39,33,47,5,65,14,31,37,36,65,15,15,82,10,43,51,19,29,49,38,57,16,68,30,32,4,42
2014-12-01,18,23,0,8,24,28,48,30,24,27,51,23,31,12,35,44,31,48,39,3,13,43,25,23,8,13,55,67,51,42,52,23,44,18,18,9,39,33,30,50,26,59,46,39,25,20,42,12,43,35,16,37,28,35,28,42,4,51,12,29,36,35,28,15,15,78,9,41,48,14,32,44,37,47,14,54,29,29,3,63
2015-01-01,20,23,8,8,26,32,51,33,30,21,52,24,65,12,38,47,36,55,49,4,14,45,27,26,5,10,60,75,52,51,56,17,45,18,19,12,37,34,32,58,27,61,50,42,25,25,42,12,56,39,18,44,30,38,34,46,5,62,13,34,38,39,33,17,16,82,13,43,88,21,34,44,39,55,14,81,32,35,5,58
2015-02-01,23,28,4,8,22,31,42,34,32,24,56,24,77,12,41,65,38,50,49,3,17,54,30,29,6,14,64,78,52,49,56,27,47,30,19,9,38,31,33,64,27,59,46,40,27,23,42,15,50,36,16,39,32,38,35,47,5,68,14,33,35,37,29,16,17,79,9,39,55,17,33,42,36,60,15,68,31,39,5,52
2015-03-01,25,26,4,9,21,33,41,33,33,30,57,24,60,13,40,63,38,50,51,4,16,54,35,32,9,15,52,73,51,48,60,30,47,23,26,9,38,34,34,63,29,68,54,39,26,22,45,23,47,36,17,40,31,51,32,51,5,64,15,32,39,44,27,16,19,78,10,41,60,20,29,51,38,60,13,62,32,31,5,50
2015-04-01,31,28,4,10,24,33,39,34,37,27,53,24,66,13,40,52,37,49,50,4,15,54,34,37,11,13,49,75,49,47,59,27,49,16,23,9,41,23,34,62,30,100,42,39,30,21,61,17,49,35,17,36,34,47,31,50,5,61,13,31,51,39,28,15,31,77,9,39,56,17,30,51,39,58,14,58,31,35,6,51
2015-05-01,29,24,4,8,24,31,37,37,36,26,52,22,31,11,37,53,37,50,47,3,16,50,31,41,6,11,42,66,45,41,58,20,49,17,28,9,43,22,34,65,28,68,42,40,36,21,43,14,43,42,17,35,35,40,35,52,5,58,13,32,39,41,26,19,100,79,10,39,51,19,29,47,38,58,16,57,30,30,6,49
2015-06-01,20,22,0,12,31,30,37,36,21,24,48,23,31,10,43,54,36,55,46,4,13,36,30,29,5,12,49,72,49,47,57,19,44,15,29,8,73,25,37,59,40,71,42,46,38,22,44,19,45,44,20,36,33,38,37,82,6,62,19,31,41,51,27,33,43,83,11,42,52,15,31,67,40,81,18,61,34,42,8,45
2015-07-01,13,21,0,9,29,32,39,31,14,20,46,25,30,11,48,59,33,47,45,6,10,26,23,23,3,9,48,76,52,48,59,17,41,15,27,8,48,28,35,56,38,58,44,42,25,22,43,14,48,38,17,37,40,36,32,53,6,58,13,41,38,52,26,16,42,79,9,41,52,13,42,59,38,59,16,55,34,65,8,59
2015-08-01,15,25,4,10,41,34,52,31,14,19,52,29,30,12,37,50,35,52,53,11,11,29,28,23,5,9,49,74,51,47,56,16,44,16,23,8,42,29,34,65,29,59,44,43,25,21,46,13,49,38,17,35,32,39,48,53,5,64,12,32,41,47,25,15,36,81,9,40,63,13,31,50,46,58,16,57,30,34,7,51
2015-09-01,19,24,4,10,24,36,48,33,20,22,60,26,31,16,39,49,40,60,49,6,14,51,36,26,5,10,48,75,53,46,64,21,50,18,27,8,43,31,35,70,32,72,44,43,29,19,45,12,43,41,17,36,34,39,39,57,6,63,13,34,40,46,79,14,26,82,9,42,59,18,33,63,41,61,19,62,32,35,6,52
2015-10-01,21,25,6,36,37,34,50,32,22,24,58,26,33,13,41,51,36,54,50,5,16,60,36,27,11,12,51,73,66,48,60,30,45,23,28,8,39,32,35,66,34,71,46,40,36,21,43,11,44,46,17,35,33,43,39,57,6,64,13,33,39,36,36,15,27,81,11,44,53,19,31,54,41,65,18,68,31,36,4,49
2015-11-01,21,27,0,16,29,33,48,31,24,31,55,24,30,13,38,47,34,54,47,3,18,61,47,28,13,13,61,72,61,44,60,32,52,20,21,10,40,29,33,63,36,62,44,39,28,18,44,14,44,38,22,35,35,52,32,52,9,68,15,31,37,33,37,18,39,84,9,43,65,30,30,54,39,62,38,64,30,36,4,46
2015-12-01,18,21,4,32,46,32,48,29,22,22,49,24,34,12,36,47,30,47,44,4,20,48,51,25,11,13,59,72,52,46,59,27,50,20,19,9,39,41,29,54,24,61,41,40,29,20,46,12,44,34,15,36,33,38,28,43,4,52,12,28,46,36,35,14,46,82,8,43,50,20,33,42,40,53,19,53,29,23,4,47
2016-01-01,17,20,4,42,23,33,45,32,27,25,60,30,71,17,41,47,35,52,52,4,16,50,36,27,10,12,63,77,50,49,58,25,49,20,19,9,36,32,32,62,23,61,54,42,25,25,48,12,55,37,16,49,36,42,35,43,4,61,13,31,41,39,100,15,29,81,10,41,80,19,30,40,40,48,17,60,32,37,6,60
2016-02-01,21,26,4,15,24,37,47,32,35,30,62,30,82,18,59,67,37,48,69,4,16,58,36,31,14,18,57,74,50,49,64,32,50,18,20,9,38,32,31,67,23,57,43,42,26,23,44,14,51,33,16,43,35,53,33,53,4,67,13,30,40,38,30,14,30,77,9,40,63,17,29,38,39,52,24,66,31,40,5,57
2016-03-01,21,28,4,14,23,41,44,32,33,30,60,28,63,15,47,65,36,48,60,4,16,59,41,35,8,15,54,74,50,48,61,27,52,24,23,11,41,29,33,66,29,59,46,40,27,23,46,23,45,39,37,39,51,53,44,64,5,67,14,29,41,41,33,15,27,83,10,41,60,18,29,45,38,58,21,76,31,33,6,74
2016-04-01,22,32,0,12,22,39,41,32,39,28,60,29,74,15,46,51,37,47,66,4,17,59,42,42,11,14,50,71,50,48,59,34,62,19,21,10,46,20,32,63,27,89,41,38,47,22,60,12,46,39,16,41,38,74,31,49,5,67,13,30,38,38,29,14,28,81,9,39,58,17,28,46,42,54,14,72,31,35,6,54
2016-05-01,19,26,4,10,22,35,37,38,39,26,57,27,33,14,43,54,38,50,56,5,17,51,38,46,8,13,47,65,47,41,58,27,77,17,25,9,59,22,31,64,27,73,44,43,39,21,42,13,42,52,18,37,36,53,36,49,6,63,14,29,36,44,29,14,23,81,11,41,47,17,29,47,38,56,15,70,30,37,7,53
2016-06-01,13,23,4,41,64,33,35,33,19,25,53,29,30,14,41,53,33,53,50,5,13,35,28,30,4,11,49,71,51,44,56,17,48,17,100,8,100,29,31,59,55,70,44,66,57,22,43,13,45,51,33,40,37,47,38,71,6,69,19,35,39,51,29,14,21,84,10,41,53,17,42,88,37,85,21,64,36,32,18,45
2016-07-01,14,19,0,14,59,32,37,29,15,28,47,28,30,10,40,48,30,45,50,5,10,26,24,25,5,7,48,67,48,43,53,17,42,18,27,8,41,30,31,60,29,66,43,47,25,23,45,17,47,43,25,38,42,44,34,48,5,62,14,35,36,51,26,14,21,80,9,45,60,10,30,45,40,56,14,60,29,28,9,48
2016-08-01,13,22,9,8,26,30,36,30,14,20,48,27,33,10,41,47,35,50,52,5,11,29,27,24,5,9,51,77,51,47,57,15,41,17,27,9,38,28,33,62,32,64,47,45,33,23,49,14,48,54,17,48,39,50,30,57,5,75,30,30,40,47,30,14,25,82,9,43,68,14,42,46,41,63,30,63,28,24,9,53
2016-09-01,17,26,4,11,34,32,40,33,22,27,59,27,34,16,45,46,39,59,52,4,13,51,35,28,5,10,50,74,53,44,63,24,46,20,25,8,41,25,29,66,28,60,43,38,27,20,45,13,47,45,16,36,35,51,29,61,5,69,13,30,36,38,28,14,20,79,9,40,62,17,32,45,39,62,30,70,28,34,6,52
2016-10-01,21,25,4,14,22,49,60,30,23,27,60,27,39,16,46,47,36,53,56,4,15,60,40,29,10,11,56,72,62,45,59,24,47,19,27,10,39,34,30,63,29,92,43,40,28,24,44,17,44,44,16,34,36,52,30,60,6,62,12,30,36,37,32,13,20,83,11,40,64,18,43,50,40,59,16,69,28,42,4,60
2016-11-01,26,25,4,14,26,45,66,29,28,40,66,35,35,18,47,48,36,58,64,7,21,61,60,29,13,16,65,76,65,43,66,28,47,18,22,12,44,31,28,60,35,62,45,41,27,18,46,13,48,47,16,38,34,47,35,55,5,62,17,29,36,38,29,15,20,85,11,47,63,16,62,52,41,61,20,64,31,47,4,71
2016-12-01,19,23,8,8,23,34,47,27,22,24,54,31,35,13,40,44,30,48,57,4,16,48,42,26,8,13,60,71,53,44,56,28,46,17,19,9,40,29,26,52,23,58,40,40,25,20,46,15,46,33,15,38,33,48,29,43,4,53,12,26,34,32,25,15,19,85,11,45,63,13,52,43,40,42,12,65,28,35,4,57
2017-01-01,21,22,7,7,32,55,100,31,33,25,58,31,71,13,48,51,36,51,57,5,17,52,47,29,7,12,66,90,59,52,62,32,44,17,21,11,36,34,27,59,21,59,48,38,23,25,46,14,58,38,15,48,33,48,65,45,4,66,12,30,36,39,46,15,20,88,14,43,89,14,38,46,40,48,17,81,32,36,6,60
2017-02-01,22,27,4,9,24,40,48,31,38,30,60,34,86,14,49,73,38,47,59,5,18,62,44,34,7,14,60,82,55,51,63,47,44,19,21,8,39,31,28,65,24,59,46,39,28,23,47,17,51,38,16,43,34,53,32,47,5,68,12,29,39,40,47,14,18,88,18,41,79,17,35,42,40,52,18,62,31,39,5,57
2017-03-01,26,29,7,7,25,38,43,33,36,30,61,35,72,15,48,64,38,48,59,4,17,65,49,37,6,14,62,90,58,48,60,62,43,20,36,8,37,28,28,66,30,62,53,39,34,24,48,15,50,44,17,43,36,57,36,75,5,68,13,30,39,43,30,13,18,86,9,42,67,19,34,51,40,58,16,65,34,37,6,55
2017-04-01,24,29,4,7,29,34,42,30,38,26,54,34,84,14,46,52,34,45,61,4,15,58,46,43,5,13,54,73,50,46,56,36,51,37,27,9,36,23,25,61,27,67,40,37,28,22,66,14,45,38,16,40,34,58,30,49,5,72,11,29,34,38,27,13,18,81,9,42,60,19,35,47,44,52,16,59,28,32,7,56
