Date,date_time,year,month,month_year,term_year_bush,death penalty,drug policy,incarcer,gun control,shooting,abortion,pro life,arts,civil rights,racism,economy,stock,taxes,recession,debt,budget,education,college,student debt,air quality,global warming,carbon dioxide,climate change,greenhouse,campaign finance reform,privatization,health insurance,medicaid,medicare,social security,welfare,defense spending,war,afghanistan,albania,algeria,america,andorra,angola,antigua,argentina,armenia,australia,austria,azerbaijan,bahamas,bahrain,bangladesh,barbados,belarus,belgium,belize,benin,bhutan,bissau,bolivia,bosnia,botswana,brazil,british,brunei,bulgaria,burkina,burma,burundi,cambodia,cameroon,canada,cape verde,central african republic,chad,chile,china,colombia,comoros,congo,costa rica,country debt,croatia,cuba,cyprus,czech,denmark,djibouti,dominica,east timor,ecuador,egypt,el salvador,emirate,england,eritrea,estonia,ethiopia,fiji,finland,france,gabon,gambia,georgia,germany,ghana,great britain,greece,grenada,grenadines,guatemala,guinea,guyana,haiti,herzegovina,honduras,hungary,iceland,in usa,india,indonesia,iran,iraq,ireland,israel,italy,ivory coast,jamaica,japan,jordan,kazakhstan,kenya,kiribati,korea,kosovo,kuwait,kyrgyzstan,laos,latvia,lebanon,lesotho,liberia,libya,liechtenstein,lithuania,luxembourg,macedonia,madagascar,malawi,malaysia,maldives,mali,malta,marshall,mauritania,mauritius,mexico,micronesia,moldova,monaco,mongolia,montenegro,morocco,mozambique,myanmar,namibia,nauru,nepal,netherlands,new zealand,nicaragua,niger,nigeria,norway,oman,pakistan,palau,panama,papua,paraguay,peru,philippines,poland,portugal,qatar,romania,russia,rwanda,samoa,san marino,sao tome,saudi arabia,scotland,scottish,senegal,serbia,seychelles,sierra leone,singapore,slovakia,slovenia,solomon,somalia,south africa,south sudan,spain,sri lanka,st. kitts,st. lucia,st kitts,st lucia,saint kitts,santa lucia,sudan,suriname,swaziland,sweden,switzerland,syria,taiwan,tajikistan,tanzania,thailand,tobago,togo,tonga,trinidad,tunisia,turkey,turkmenistan,tuvalu,uganda,ukraine,united kingdom,united states,uruguay,usa,uzbekistan,vanuatu,vatican,venezuela,vietnam,wales,welsh,yemen,zambia,zimbabwe,alabama,alaska,arizona,arkansas,california,colorado,connecticut,delaware,district of columbia,florida,hawaii,idaho,illinois,indiana,iowa,kansas,kentucky,louisiana,maine,maryland,massachusetts,michigan,minnesota,mississippi,missouri,montana,nebraska,nevada,new hampshire,new jersey,new mexico,new york,north carolina,north dakota,ohio,oklahoma,oregon,pennsylvania,rhode island,south carolina,south dakota,tennessee,texas,utah,vermont,virginia,washington,west virginia,wisconsin,wyoming
2012-03-01,2012-03-01,2012,3,2012-03,11,26,29,6,6,24,44,47,40,30,25,55,19,54,17,45,74,42,57,38,3,25,52,30,34,12,20,49,63,49,44,61,34,50,34,28,8,44,27,31,64,35,49,45,42,28,23,41,12,48,38,17,40,24,32,39,43,5,61,14,36,40,43,23,16,14,65,8,45,48,14,29,52,41,56,14,67,30,32,5,48,47,46,27,60,26,12,51,32,93,51,28,58,38,55,54,51,38,26,15,46,29,18,27,32,16,41,50,69,45,3,4,23,36,12,48,50,48,14,4,54,30,19,6,58,17,49,45,53,72,30,10,64,14,54,30,33,54,32,7,36,32,69,46,20,49,33,39,30,63,60,32,60,65,18,61,23,54,25,26,33,27,56,28,12,16,12,60,35,25,35,48,37,22,45,23,29,57,62,40,21,39,63,21,30,19,35,44,35,50,39,8,12,54,45,86,16,13,50,38,23,27,36,26,20,22,45,62,28,45,31,63,35,49,46,16,49,52,60,42,17,8,36,37,24,21,32,25,98,10,36,31,21,55,31,14,6,48,36,34,45,32,41,25,57,56,40,63,40,51,15,52,22,51,55,61,46,43,35,60,52,32,52,37,27,49,30,35,49,34,46,34,16,27,42,42,32,58,75,46,48,26,30,39,42,45,56,71,30,28,39,34,39,53
2012-04-01,2012-04-01,2012,4,2012-04,11,29,32,6,7,23,41,46,41,34,25,56,20,70,20,46,50,40,56,55,3,20,48,28,35,11,18,46,61,45,43,59,28,49,28,28,8,46,23,30,60,35,48,45,40,26,21,66,8,45,37,17,37,24,40,82,42,6,70,14,35,43,43,21,21,15,64,8,43,48,14,32,52,42,56,15,55,28,42,5,45,47,48,28,59,24,13,52,32,80,56,26,63,38,52,57,46,41,24,12,44,29,16,27,33,15,40,46,76,44,2,4,22,36,11,51,45,53,11,3,50,28,19,5,54,17,48,38,48,29,35,10,61,15,53,31,31,52,32,6,35,33,72,50,22,76,34,41,31,66,61,21,58,57,14,55,26,58,27,25,35,28,54,28,11,16,11,55,36,24,34,47,32,24,42,23,27,56,57,39,21,44,61,19,27,17,38,41,35,49,40,8,14,51,45,85,16,13,46,36,21,37,40,20,18,19,40,57,43,42,35,60,36,48,44,11,45,47,66,41,14,9,22,34,25,24,30,21,48,11,34,31,20,55,34,13,6,41,35,32,41,41,39,25,55,54,38,74,40,50,15,53,21,47,54,61,43,40,37,64,55,30,54,39,28,47,30,33,47,35,48,32,17,30,40,42,30,51,71,50,49,28,31,39,37,44,58,71,29,30,39,32,38,53
2012-05-01,2012-05-01,2012,5,2012-05,11,24,28,15,5,19,37,40,42,36,24,57,22,30,18,47,53,43,57,46,3,20,46,25,38,10,14,45,60,45,41,58,39,50,29,30,8,47,22,35,62,36,52,46,43,71,21,41,9,44,41,17,37,26,34,44,47,7,57,16,36,35,54,21,17,15,65,8,42,44,16,29,53,41,60,15,54,29,40,6,43,53,54,31,56,24,14,55,34,83,52,30,60,43,54,54,43,42,25,12,44,31,17,29,47,15,40,50,73,47,2,5,22,36,13,50,47,51,10,3,50,28,24,6,56,16,45,40,52,32,29,10,66,14,52,36,34,68,31,6,35,39,74,62,28,55,33,37,25,68,53,21,55,61,17,68,39,57,32,24,32,28,50,30,14,17,11,61,40,27,34,44,30,23,42,24,28,59,60,43,23,41,67,21,29,18,43,38,37,51,40,7,16,51,44,87,22,14,48,35,23,28,44,19,16,21,41,58,28,45,32,58,42,56,46,12,45,44,67,41,15,8,22,36,25,23,33,22,46,14,34,31,22,55,33,14,7,50,36,34,41,43,40,25,53,54,36,65,40,52,15,56,19,47,54,64,42,42,35,57,70,30,56,39,27,48,28,33,45,33,48,32,17,33,42,39,36,50,71,48,49,26,31,37,40,46,56,71,30,30,40,36,38,54
2012-06-01,2012-06-01,2012,6,2012-06,11,15,22,6,3,22,34,39,41,17,19,46,18,29,15,42,50,37,57,39,4,15,33,21,27,6,15,54,63,49,42,56,22,43,24,20,8,45,23,33,57,38,50,46,41,27,21,40,8,43,37,18,36,28,32,34,47,7,59,17,36,33,55,22,18,14,64,8,43,49,13,31,55,40,58,15,53,29,40,13,40,53,81,51,59,22,11,59,34,95,52,49,51,43,52,70,36,51,25,13,43,45,18,27,62,15,37,51,68,65,2,4,23,36,13,51,48,48,9,3,57,26,35,7,56,16,46,38,51,26,27,10,66,15,49,31,33,70,30,6,37,35,72,48,76,57,33,39,24,69,50,16,55,59,16,58,24,55,32,23,31,37,56,28,12,24,11,57,35,31,29,47,33,24,45,24,37,60,64,72,53,39,60,24,27,18,38,39,38,51,37,7,14,46,39,89,16,14,42,33,22,24,70,21,20,21,42,54,31,43,32,65,34,71,44,16,45,42,65,46,15,9,24,37,27,24,33,19,46,36,32,26,25,58,31,15,6,50,29,35,41,30,44,25,55,57,36,65,39,70,15,56,19,49,52,65,41,41,35,56,38,30,61,40,27,50,28,31,45,36,46,31,18,32,45,38,30,53,74,55,50,26,35,40,43,44,56,72,30,30,39,36,46,59
2012-07-01,2012-07-01,2012,7,2012-07,11,46,25,6,15,57,32,38,38,14,14,43,17,30,13,41,48,35,53,37,4,14,26,21,23,6,11,53,69,53,44,61,29,40,24,19,8,45,29,34,55,33,48,46,45,28,22,39,8,46,57,16,38,29,35,28,41,5,57,16,44,40,67,22,39,15,74,9,43,67,17,40,49,40,56,37,57,30,32,8,41,54,57,29,75,26,13,50,32,81,58,28,59,40,59,57,34,54,42,13,45,28,20,67,38,16,39,53,74,47,2,4,24,38,13,58,53,48,10,3,49,27,25,5,58,16,47,50,54,60,30,9,64,16,56,33,34,62,29,6,39,45,71,52,49,50,34,42,25,74,51,19,67,58,30,56,29,58,38,25,32,43,53,48,12,15,12,58,32,28,30,47,32,28,46,28,31,61,68,40,24,41,64,17,23,20,41,52,40,50,42,9,13,57,41,91,15,16,50,29,23,26,59,25,21,26,43,60,61,44,48,64,41,42,45,21,44,57,65,46,16,9,30,38,28,23,36,46,47,11,36,26,21,69,31,19,5,42,30,32,42,33,41,25,55,57,35,64,40,96,15,61,19,45,52,69,42,44,39,59,36,29,66,40,28,54,30,33,47,39,49,32,21,32,41,40,32,54,78,44,53,28,35,39,43,46,58,75,32,31,39,37,41,65
2012-08-01,2012-08-01,2012,8,2012-08,11,14,25,6,8,37,37,48,38,14,14,45,18,32,15,44,49,39,61,43,4,13,28,19,22,5,11,52,71,60,49,66,35,39,26,18,8,46,28,33,64,38,49,48,43,33,22,37,7,49,73,17,38,26,33,26,46,5,68,20,37,37,56,20,53,14,68,12,43,55,13,100,52,42,60,15,53,32,32,7,45,50,60,29,56,24,12,58,33,83,53,28,72,43,74,55,35,41,30,16,46,27,18,76,33,32,39,55,71,49,2,4,27,39,12,57,55,48,12,3,48,28,20,6,72,18,49,58,55,33,34,9,61,16,52,45,35,67,27,5,37,65,64,46,38,55,31,43,23,69,54,17,59,64,18,55,26,60,39,24,30,43,58,47,13,17,14,61,34,28,30,45,33,22,44,24,33,59,69,37,22,37,64,21,24,17,38,40,37,51,40,10,14,52,39,88,15,18,48,33,25,26,43,23,25,23,57,59,63,44,51,61,48,43,47,20,49,49,67,44,22,9,25,42,29,22,31,30,56,11,35,28,23,72,36,14,5,46,32,35,40,28,41,23,59,53,37,68,39,56,15,60,20,48,52,72,43,45,41,58,36,35,65,40,28,55,30,35,50,40,51,33,20,31,41,41,30,52,78,47,54,28,33,41,42,49,60,77,35,30,41,38,47,61
2012-09-01,2012-09-01,2012,9,2012-09,11,19,27,0,7,23,39,48,41,20,17,58,19,33,16,51,46,42,66,38,5,17,50,24,26,9,17,49,68,57,44,69,46,44,31,18,8,46,31,34,67,36,51,46,42,33,17,40,9,42,44,18,33,25,32,29,47,5,61,14,37,45,47,20,19,12,68,9,41,51,12,42,54,43,65,16,55,37,40,5,41,49,58,28,58,23,10,57,39,82,55,30,52,44,66,53,34,39,25,16,49,28,19,31,33,14,34,55,70,54,2,4,23,36,12,57,53,56,12,4,48,30,20,7,54,17,42,43,53,29,29,10,63,14,55,34,35,53,37,23,44,32,74,52,35,54,35,43,23,69,58,16,59,61,19,74,28,53,29,23,33,39,54,46,14,15,13,67,34,25,26,51,40,22,40,25,35,63,67,37,21,41,60,18,26,16,47,40,41,48,39,7,14,45,42,91,15,14,53,38,23,25,39,23,18,20,38,59,33,45,45,55,56,40,44,14,43,42,64,46,16,9,22,36,26,23,28,38,48,11,31,30,25,60,31,14,5,46,34,33,40,33,41,26,66,52,39,74,36,50,15,55,19,44,49,64,41,40,40,56,36,31,56,36,28,54,29,34,48,34,56,31,19,29,41,41,29,53,76,46,56,27,30,40,38,53,60,73,32,29,40,39,37,59
2012-10-01,2012-10-01,2012,10,2012-10,11,25,30,0,10,22,45,60,38,23,22,60,20,34,18,51,46,40,62,36,3,20,56,29,26,13,17,49,69,68,46,69,73,43,26,18,8,46,32,34,65,37,56,47,44,29,19,39,7,40,40,18,33,25,33,33,53,5,59,14,37,36,39,22,19,14,72,9,42,51,14,29,56,39,62,16,58,29,43,4,48,46,52,29,56,24,11,58,33,81,51,28,53,33,61,51,33,38,25,16,48,30,19,28,29,14,39,51,71,62,2,4,24,35,12,53,48,53,12,4,46,27,18,7,56,17,40,38,53,27,29,9,62,15,57,28,35,54,34,13,41,34,84,47,44,54,33,38,25,63,54,21,57,56,13,55,25,53,25,23,42,42,52,37,12,15,11,60,33,25,25,50,32,22,43,25,38,59,64,46,21,39,66,18,26,15,70,47,39,45,39,7,15,43,43,87,15,13,48,32,23,24,35,22,19,19,43,58,29,44,32,60,41,43,40,17,42,43,66,46,15,8,20,36,22,28,30,22,50,10,31,32,27,60,27,14,6,59,33,33,41,25,42,26,60,52,39,65,35,51,17,60,21,44,55,59,40,41,38,58,36,31,57,39,30,50,29,34,47,32,54,32,18,37,39,51,29,53,81,47,52,28,31,46,37,49,58,69,30,30,41,46,36,56
2012-11-01,2012-11-01,2012,11,2012-11,11,29,28,0,13,21,44,58,37,24,22,57,20,34,20,50,45,36,61,35,3,23,55,32,27,16,15,48,63,61,41,75,58,49,25,22,8,44,33,31,56,32,45,46,41,27,17,40,9,41,36,16,43,24,30,33,41,4,59,15,33,36,37,22,23,14,73,8,42,44,12,31,49,40,58,16,68,28,44,3,42,40,54,26,60,22,12,52,35,70,55,32,53,31,57,53,33,36,30,16,43,34,19,26,27,13,47,54,67,45,2,4,22,33,13,54,48,56,11,3,45,54,15,5,49,16,43,37,59,28,27,10,62,15,78,30,32,50,29,7,37,32,69,42,33,57,34,37,25,59,53,16,55,53,19,55,27,51,24,22,32,48,54,46,11,14,12,67,34,25,24,49,30,22,41,25,25,58,60,33,18,40,63,18,30,24,34,39,39,44,39,6,12,39,56,84,14,12,46,27,23,24,30,21,17,19,40,51,31,48,26,58,38,46,39,14,40,42,65,46,14,9,28,38,20,84,29,24,50,9,29,33,20,63,28,12,5,47,33,32,40,26,41,24,67,50,36,65,37,55,14,49,23,48,46,58,40,40,36,55,38,30,51,36,27,49,29,32,48,33,53,32,17,32,36,41,26,53,78,43,53,26,26,36,35,47,57,66,29,26,40,36,33,50
2012-12-01,2012-12-01,2012,12,2012-12,11,21,22,0,71,100,32,49,33,20,16,45,19,34,14,38,43,30,51,31,2,17,42,23,22,9,13,40,57,49,40,57,43,47,24,18,7,42,32,25,46,27,45,45,41,25,18,40,10,42,34,15,43,23,28,26,36,4,49,13,31,33,35,20,18,12,68,7,41,41,27,36,46,39,43,13,54,25,35,3,40,37,53,25,51,21,8,46,34,61,51,30,57,28,58,59,35,36,25,16,42,29,22,26,23,13,37,40,66,39,2,3,18,30,13,49,53,55,9,3,42,28,14,5,47,17,52,35,57,36,30,10,62,15,60,28,32,46,27,5,30,28,63,47,31,50,36,37,26,54,53,14,54,47,16,56,21,47,26,22,27,44,46,38,11,12,12,50,33,24,26,48,38,21,35,21,23,52,61,31,16,39,63,19,24,21,32,48,36,41,37,6,12,42,40,85,13,12,45,26,19,22,27,23,19,22,40,55,29,68,23,56,43,39,40,18,40,38,61,47,12,8,19,47,20,38,31,21,42,9,26,27,18,58,25,12,5,39,31,25,35,27,38,22,58,52,33,61,32,47,100,46,17,41,47,57,37,37,33,60,34,27,49,30,22,43,26,28,40,33,47,31,14,23,36,38,24,45,66,40,47,23,23,32,32,43,52,64,28,25,36,33,33,50
2013-01-01,2013-01-01,2013,1,2013-01,12,21,22,10,100,36,37,56,38,26,17,50,22,74,14,48,46,37,61,39,5,18,44,23,25,5,13,51,70,55,57,61,45,46,23,19,19,43,34,34,55,27,49,50,43,24,26,38,9,57,36,16,46,27,32,28,41,4,63,15,35,39,47,35,21,13,73,8,42,100,23,34,46,38,50,16,61,29,39,5,50,46,58,27,64,26,8,55,35,69,59,33,78,31,68,54,37,42,28,21,46,25,21,27,28,17,44,46,70,47,2,4,20,32,14,52,51,57,9,3,49,26,17,13,56,16,48,35,67,30,29,10,63,15,63,30,33,62,32,5,35,30,69,44,27,54,34,46,87,65,53,22,70,53,17,55,23,52,27,26,34,45,56,31,11,14,12,56,47,28,27,51,37,21,42,24,26,54,61,35,20,43,60,19,26,16,35,51,38,49,42,7,13,49,42,83,14,13,47,31,24,22,35,26,22,26,54,76,36,44,24,62,35,42,45,13,39,40,67,46,15,15,19,50,25,24,32,19,45,9,31,28,21,56,27,13,5,49,32,35,40,28,57,25,77,58,35,58,35,48,17,50,22,47,58,62,39,39,35,53,36,30,50,33,24,47,28,31,42,35,46,34,15,24,39,38,27,52,72,42,48,25,27,39,35,43,57,69,29,26,40,36,34,57
2013-02-01,2013-02-01,2013,2,2013-02,12,23,27,6,50,27,35,47,38,30,21,53,21,77,14,44,59,40,56,44,4,19,53,26,29,6,15,49,66,52,51,62,45,50,23,22,8,43,33,30,60,29,48,46,42,26,22,39,10,52,36,16,39,25,33,28,41,4,60,15,34,35,42,62,17,14,69,8,41,61,12,29,43,37,54,16,56,28,35,5,48,43,56,26,75,23,9,54,33,73,56,28,58,34,54,54,33,39,27,17,43,26,21,27,28,17,42,50,75,44,2,4,24,33,12,51,48,61,10,3,48,25,18,10,60,16,58,37,60,24,30,10,62,14,57,30,33,64,32,5,39,32,68,41,25,58,33,45,51,63,53,18,64,55,16,57,21,50,24,23,33,43,56,32,11,14,12,58,37,31,24,54,32,20,41,36,25,48,61,36,19,43,60,50,27,16,32,41,38,48,40,7,12,46,41,80,14,12,63,28,26,24,33,23,20,21,48,63,37,42,25,61,36,40,44,12,38,41,69,44,18,10,20,48,25,22,35,20,47,9,30,29,20,55,28,12,15,44,30,35,49,25,42,27,63,54,36,62,36,49,17,65,19,45,52,60,40,40,36,57,37,30,52,35,25,46,26,34,44,34,47,33,15,24,38,36,27,50,72,42,45,23,27,36,37,43,53,69,30,25,39,34,33,54
2013-03-01,2013-03-01,2013,3,2013-03,12,23,25,7,37,22,36,45,37,30,20,54,21,57,15,43,62,38,56,42,3,18,53,26,33,5,18,48,65,49,46,61,44,59,24,28,8,42,42,31,61,34,49,49,41,27,22,38,11,48,35,16,38,33,33,28,59,5,64,15,36,36,43,22,18,16,74,8,42,49,53,29,48,39,56,15,58,29,37,5,45,91,60,27,72,25,9,52,34,73,55,29,52,33,57,57,35,41,31,16,44,27,19,25,29,15,35,46,74,45,2,4,30,36,12,53,50,62,9,4,51,29,20,6,55,17,52,42,87,25,49,9,61,15,56,34,33,60,32,5,39,32,72,48,24,58,38,43,36,74,56,18,64,57,15,61,26,51,38,24,33,47,54,40,13,16,12,57,33,27,24,56,34,20,46,25,28,54,60,46,21,40,69,21,27,16,100,39,40,47,39,7,14,45,46,86,14,13,48,29,25,24,34,24,19,22,45,62,29,42,25,63,37,40,45,14,44,46,67,43,17,9,19,43,25,24,36,25,47,10,30,28,22,57,30,12,23,52,33,38,45,25,41,28,52,53,38,60,36,49,15,67,20,51,52,59,40,41,36,59,41,31,54,36,24,47,28,32,45,33,44,33,16,25,44,37,30,55,73,42,47,25,27,38,40,45,53,68,27,26,38,33,35,51
2013-04-01,2013-04-01,2013,4,2013-04,12,37,34,5,62,26,41,44,39,37,22,54,20,68,15,42,50,39,55,44,4,19,55,28,37,8,19,48,68,50,48,66,29,52,25,27,8,44,22,32,59,31,49,45,39,27,20,55,10,47,35,16,38,26,34,32,47,5,62,14,35,35,42,22,19,14,69,8,43,44,28,30,52,41,57,17,58,26,34,5,47,53,64,27,63,23,10,53,32,74,54,23,51,33,57,52,34,39,25,13,44,28,18,25,31,14,40,50,75,44,2,4,22,35,12,53,46,63,10,4,46,26,19,6,53,18,47,41,66,23,89,11,64,28,56,32,33,58,31,5,37,32,71,43,24,59,37,40,30,68,52,19,65,54,15,54,30,55,29,24,33,47,55,37,12,17,11,62,35,27,26,51,32,21,42,27,30,56,58,45,21,48,57,20,28,21,35,44,46,44,41,7,13,45,40,86,15,13,52,32,24,27,35,20,17,21,43,61,31,42,26,61,37,39,43,14,43,47,70,41,15,9,26,41,25,25,36,23,47,10,31,30,21,56,29,13,7,60,34,31,40,24,41,27,52,50,35,63,36,50,16,56,20,44,49,59,40,39,34,54,43,30,53,36,30,49,29,33,43,33,45,30,15,25,38,38,29,53,68,45,46,25,30,37,37,44,64,71,27,27,38,35,32,53
2013-05-01,2013-05-01,2013,5,2013-05,12,31,29,5,23,21,38,41,41,35,23,51,21,31,15,38,51,38,56,45,3,19,49,27,40,9,15,46,61,47,42,58,26,49,31,25,8,45,22,31,61,32,50,45,39,42,19,39,12,43,48,17,38,26,33,29,44,5,60,14,35,33,49,23,16,13,71,7,40,42,17,30,49,39,58,16,55,27,28,6,40,48,62,34,67,23,13,55,31,75,49,25,56,38,60,55,36,41,27,13,44,28,18,24,34,13,32,48,72,43,2,4,21,37,12,54,47,66,8,3,47,27,20,5,52,16,48,39,60,28,34,10,64,18,57,37,35,63,28,6,36,34,69,48,24,53,39,42,28,74,51,19,59,51,17,59,59,56,32,23,32,48,54,28,13,16,11,59,40,29,29,49,38,22,43,28,27,54,62,41,21,41,59,19,30,15,46,37,43,44,40,7,12,47,39,87,17,14,46,34,24,24,37,19,16,18,38,59,25,44,26,63,48,44,44,21,44,43,74,42,14,8,23,41,27,24,39,20,49,10,31,28,20,54,30,12,6,49,35,31,37,25,43,28,50,55,33,61,37,49,15,56,17,44,51,62,40,41,35,53,69,30,55,35,25,43,29,32,44,34,44,30,17,27,38,37,28,47,74,100,48,25,30,38,36,44,57,66,28,27,38,31,33,53
2013-06-01,2013-06-01,2013,6,2013-06,12,15,21,5,11,21,35,41,37,18,17,44,20,27,10,34,49,36,55,39,4,13,33,23,29,4,13,48,62,45,43,52,15,52,22,25,8,41,23,33,53,35,52,45,39,24,19,39,9,42,36,16,36,34,29,27,51,5,62,26,37,34,52,24,14,12,74,8,41,45,11,37,51,37,61,17,54,28,23,7,40,46,63,28,73,20,9,64,33,74,49,28,49,34,73,69,32,44,29,14,43,26,19,21,34,14,34,50,71,41,3,4,24,34,13,52,53,66,10,4,46,27,25,7,61,17,49,38,63,33,31,9,72,16,55,36,35,80,30,5,41,33,72,45,24,55,36,43,28,71,49,16,57,58,14,53,35,49,34,23,33,49,60,28,13,15,11,66,37,35,26,52,35,21,49,24,32,61,68,36,22,43,55,18,26,19,37,41,41,42,37,8,11,43,39,100,14,14,44,26,25,24,50,22,15,18,41,55,30,42,26,63,37,41,43,20,43,40,78,43,15,9,26,39,26,28,32,18,47,9,30,23,36,58,37,13,6,53,30,32,37,22,44,25,50,57,32,61,36,56,15,56,18,45,49,61,39,41,34,51,36,28,56,34,25,46,26,32,42,34,43,29,18,29,39,35,30,45,72,50,49,25,30,38,39,44,55,74,27,26,36,32,33,56
2013-07-01,2013-07-01,2013,7,2013-07,12,14,23,0,8,20,37,42,35,17,21,42,20,28,9,36,50,34,52,42,4,11,27,19,25,3,11,52,70,51,47,56,16,46,20,21,7,42,26,33,58,31,51,47,41,24,21,37,9,46,35,17,44,31,35,27,46,5,56,18,44,37,58,23,15,12,83,8,42,46,9,36,49,37,59,14,53,27,25,8,41,48,62,27,56,23,9,54,45,82,52,27,50,35,59,58,30,51,26,14,47,25,20,22,34,15,35,52,71,45,2,4,26,36,13,58,55,64,8,3,47,24,19,6,53,17,47,37,66,23,31,8,66,15,58,33,32,59,30,4,33,33,67,45,24,54,40,44,28,72,52,17,60,52,14,53,37,54,32,23,31,50,58,77,13,14,11,61,33,28,27,49,36,23,56,27,27,61,71,36,22,43,56,18,22,16,37,39,43,46,41,7,12,48,35,92,13,15,48,25,24,31,46,24,16,19,46,63,26,47,26,66,41,37,44,16,45,45,79,45,20,9,22,46,27,23,37,22,46,9,31,23,23,59,33,15,6,45,30,34,39,23,43,43,53,59,37,62,39,54,15,58,18,47,51,70,41,44,36,54,36,29,65,36,26,51,27,32,45,35,45,31,21,30,39,36,32,51,77,42,52,27,34,39,43,45,58,72,30,28,39,36,37,60
2013-08-01,2013-08-01,2013,8,2013-08,12,13,26,5,7,21,29,38,35,16,17,46,20,27,10,36,46,34,57,48,5,11,28,19,23,2,9,53,70,49,46,55,14,43,19,19,7,42,26,31,64,31,50,48,43,23,19,39,9,50,34,17,38,27,33,25,47,6,66,13,34,38,49,23,14,12,78,8,40,48,14,33,50,38,60,12,58,26,29,6,40,45,66,28,57,23,11,54,44,72,58,28,49,35,61,57,32,34,24,14,48,25,19,20,32,16,40,52,70,45,2,4,22,33,13,57,52,62,8,3,46,25,17,6,53,18,49,47,59,43,31,8,64,14,55,31,35,54,30,5,38,33,62,45,22,57,37,44,25,71,54,16,62,53,14,50,36,51,32,22,30,48,57,37,14,15,12,61,34,26,27,49,37,20,44,25,29,59,70,35,21,41,55,20,24,16,34,40,41,52,38,7,15,55,34,89,14,16,47,25,24,27,35,21,17,17,41,56,38,46,23,64,36,37,45,68,42,40,76,45,14,8,22,40,25,22,27,18,45,9,28,22,21,57,28,13,5,44,30,34,36,31,43,47,60,54,34,66,37,52,16,57,18,45,50,77,42,43,38,56,36,31,63,36,25,50,29,32,47,40,50,32,20,29,39,36,32,52,77,45,53,27,32,42,42,49,57,72,30,28,39,36,36,60
2013-09-01,2013-09-01,2013,9,2013-09,12,17,23,0,13,28,29,42,37,21,19,55,23,28,12,41,45,40,63,38,4,15,50,27,26,5,15,60,72,53,45,60,23,53,22,19,7,46,39,32,65,32,51,47,43,25,17,39,9,40,42,18,38,27,33,29,49,5,63,14,35,39,47,29,14,12,78,8,40,56,18,32,50,39,63,12,57,28,33,5,43,44,63,27,57,23,10,61,33,78,52,28,50,35,63,53,33,36,26,15,48,26,20,24,32,14,33,52,70,42,2,4,32,33,13,57,51,72,9,4,47,25,19,5,51,17,45,41,92,24,30,9,69,15,60,31,33,54,31,5,40,39,71,52,20,65,39,46,25,68,55,15,61,61,15,72,34,50,28,23,31,49,57,31,15,15,12,63,35,28,25,54,36,20,43,28,32,61,69,41,21,43,63,22,25,16,57,43,42,45,37,7,15,43,39,90,16,19,47,34,22,25,35,21,13,16,46,54,27,47,25,59,49,41,41,100,43,41,76,46,15,9,21,39,23,23,34,18,46,11,30,28,25,59,37,14,5,47,31,32,39,31,48,31,72,51,35,68,34,59,15,54,18,41,46,62,40,38,38,57,35,29,55,34,25,51,28,33,45,36,58,30,19,26,39,37,29,53,74,45,52,26,29,44,40,51,58,69,28,27,41,39,36,60
2013-10-01,2013-10-01,2013,10,2013-10,12,19,30,0,13,24,33,46,35,23,22,54,24,31,13,68,50,39,57,41,4,16,61,28,27,9,16,80,84,68,52,67,31,43,20,18,8,43,29,34,66,32,62,50,41,30,17,37,10,43,39,19,38,27,34,28,46,6,59,15,36,38,40,37,14,13,77,9,39,43,14,35,54,41,65,14,60,30,58,4,40,39,62,30,55,23,9,62,33,73,55,28,68,40,73,56,34,35,26,19,47,30,21,25,30,15,32,47,67,44,2,5,27,35,14,53,53,69,8,3,45,25,17,6,52,18,48,39,61,32,32,10,62,15,91,31,32,58,29,5,38,35,73,44,23,61,38,41,24,65,59,20,59,60,14,59,25,51,33,22,35,48,56,35,13,15,12,62,40,30,25,53,32,20,49,28,34,58,66,51,20,42,61,19,25,16,40,44,40,42,39,7,12,44,37,86,15,12,52,39,24,25,33,20,15,17,45,55,25,46,24,61,39,41,42,17,42,44,79,44,15,8,24,38,22,28,33,20,48,10,29,30,24,57,33,14,6,56,32,31,41,22,52,26,60,48,35,63,34,48,14,50,19,41,44,58,38,39,38,55,35,28,49,33,25,47,28,31,46,31,49,33,17,26,37,37,28,53,73,40,51,25,27,41,44,50,55,66,29,26,39,35,32,57
